what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891625297
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891637575
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891663691
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891675632
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891680049
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891683695
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891684931
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271891689649
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1271891690689
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineEnd",1271891697002
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891717591
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891718774
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1271891736146
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891737418
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891738039
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891757068
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891757237
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1271891780710
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891784991
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891851301
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271891863521
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271896213647
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271896347959
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271896887554
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271896891045
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271896902547
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271896944694
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271896944925
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271896962044
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271896968280
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271897037243
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1271897051115
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897077312
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897098737
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1271897101871
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897104447
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897106494
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897109267
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1271897110556
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1271897118337
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897140339
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897143910
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897144366
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897154668
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.paste",1271897163534
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1271897168921
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271897172112
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1271897172353
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271897174969
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1271897175312
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271897176972
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1271897178613
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1271897180520
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1271897182192
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271897184384
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1271897184800
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1271897186117
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897233764
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897234063
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897234628
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897235359
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897236165
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897236562
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897236948
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897237169
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897237665
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897237753
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897237838
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897237926
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897238015
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897238097
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897238176
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897238264
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897238370
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897238654
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897238892
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897239121
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897239293
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897239504
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897239703
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897241220
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897242316
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897243794
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897245439
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897246883
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.edit.undo",1271897247623
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1271897252479
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897272662
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897273259
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897274181
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897275156
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271897278470
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897283396
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897288706
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897292100
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897294069
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897296465
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897297284
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897301047
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271897302430
