what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.select.lineStart",1271877403558
executed,command,org.eclipse.ui,3.5.2.M20100120-0800,"org.eclipse.ui.file.save",1271877422218
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271877425829
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271877427895
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271877430889
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271877434644
opened,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavadocView",1271877531748
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavadocView",1271877535674
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271877556796
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878078311
activated,view,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.JavadocView",1271878078317
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1271878111580
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878144509
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878151739
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878154580
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878155824
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878156968
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878158797
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1271878164769
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1271878170356
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1271878181814
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878182069
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878187881
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878220279
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878236078
activated,editor,org.eclipse.jdt.ui,3.5.2.r352_v20100106-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1271878237803
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878245542
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878250928
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878253625
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878254406
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878255382
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878256785
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271878259363
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880008086
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.wordNext",1271880102785
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1271880140584
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineStart",1271880144639
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880240461
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880241174
started,bundle,org.eclipse.help.base,3.4.0.v201002111343,"org.eclipse.help.base",1271880241273
started,bundle,org.eclipse.help.ui,3.4.1.v20090819_35x,"org.eclipse.help.ui",1271880241330
started,bundle,org.eclipse.equinox.http.jetty,2.0.0.v20090520-1800,"org.eclipse.equinox.http.jetty",1271880241463
started,bundle,org.eclipse.equinox.http.servlet,1.0.200.v20090520-1800,"org.eclipse.equinox.http.servlet",1271880241502
started,bundle,org.eclipse.equinox.http.registry,1.0.200.v20090520-1800,"org.eclipse.equinox.http.registry",1271880241730
started,bundle,org.eclipse.ui.browser,3.2.301.v20091215_35x,"org.eclipse.ui.browser",1271880241758
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880242035
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880265820
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271880283562
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271880304703
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271880308231
executed,command,org.eclipse.ui.workbench.texteditor,3.5.1.r352_v20100105,"org.eclipse.ui.edit.text.goto.lineEnd",1271880328815
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880334958
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880346364
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880347487
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880348808
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880350979
activated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880473823
deactivated,workbench,org.eclipse.ui.workbench,3.5.2.M20100113-0800,"",1271880560354
